Reference,Data.source,Region,Seamounts,Measurement,Phylum,Class,Order,Family,Taxon,Recovery.potential,time.since.TC,Type.n,n.TC,n.TA,n.NT,m.TC,m.TA,m.NT,s.TC,s.TA,s.NT,pre.S.TA,pre.S.NT,S.pooled.TA,S.pooled.NT,d.TA,d.NT,df.TA,df.NT,J.TA,J.NT,g.TA,g.NT,TA.Vd,NT.Vd,TA.Vg,NT.Vg,se.TA,se.NT,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams et al. 2010,Data used for PRIMER analyses obtained from authors,Australia,Tasmanian,ind/m2,Cnidaria,Anthozoa,Scleractinia,Caryophyllidae,Solenosmilia variabilis,Low,0,number of images,107,131,52,0,0,0.207011299,0,0,0.470630099,0,0,0,0,#DIV/0!,#DIV/0!,236,157,0.996818664,0.995215311,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams et al. 2010,Data used for PRIMER analyses obtained from authors,Australia,Tasmanian,ind/m2,Cnidaria,Anthozoa,Scleractinia,Caryophyllidae,Solenosmilia variabilis,Low,10,number of images,196,222,95,0.036833997,0.000964562,0.384778797,0.146542061,0.01437165,0.646701494,0.010175934,0.014556946,0.100875835,0.12065217,0.355580061,-2.883866912,416,289,0.998196031,0.997402597,0.354938605,-2.876376348,0.009757786,0.029918199,0.009722612,0.029762982,0.193262483,0.338138242,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams et al. 2010,Data used for PRIMER analyses obtained from authors,Australia,Tasmanian,ind/m2,Cnidaria,Hydrozoa,Hydroida,Stylasteridae,Stylasteridae,Medium,0,number of images,107,131,52,3.175747424,7.457829508,4.780760411,3.714150519,6.170497765,3.592307029,27.16956118,21.68208961,5.212442919,4.656403076,-0.821511554,-0.344689444,236,157,0.996818664,0.995215311,-0.81889805,-0.343040212,0.0183972,0.028950183,0.018280331,0.02867381,0.265001356,0.33189352,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Cnidaria,Hydrozoa,Hydroida,Stylasteridae,Stylasteridae,Medium,0,number of images,35,32,13,7.888605442,13.02641369,2.884615385,40.8196118,25.89405898,4.957754222,1191.350078,1406.48286,34.51593948,37.50310467,-0.148853206,0.133428688,65,46,0.988416988,0.983606557,-0.147129038,0.131241333,0.059986781,0.105679956,0.058605174,0.10224344,0.47448671,0.626720352,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Cnidaria,Hydrozoa,Hydroida,Stylasteridae,Stylasteridae,Medium,5,number of images,330,199,90,1.8898285,14.18445943,6.92571671,7.208342097,35.76607535,25.47840099,513.0529587,313.2650368,22.65067237,17.69929481,-0.5427932,-0.284524794,527,418,0.998576175,0.998204668,-0.542020357,-0.284013978,0.008333902,0.014237788,0.008310187,0.014186711,0.17867404,0.233451643,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Cnidaria,Hydrozoa,Hydroida,Stylasteridae,Stylasteridae,Medium,8,number of images,375,234,220,5.857210583,25.82811181,14.45407216,23.76244046,58.49869209,34.59798112,1661.497583,1619.931999,40.7614718,40.24837883,-0.489945538,-0.213595226,607,593,0.998763906,0.998734711,-0.489339919,-0.213324966,0.007137254,0.00725046,0.00711962,0.007232124,0.165380566,0.16668211,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams et al. 2010,Data used for PRIMER analyses obtained from authors,Australia,Tasmanian,ind/m2,Cnidaria,Hydrozoa,Hydroida,Stylasteridae,Stylasteridae,Medium,10,number of images,196,222,95,4.109404288,2.092786683,2.112168217,6.596588003,3.025945051,3.322450627,25.26195119,32.33950199,5.026126857,5.686783097,0.401226961,0.351206655,416,289,0.998196031,0.997402597,0.40050316,0.35029443,0.009799109,0.015840292,0.009763786,0.015758111,0.19367127,0.246041378,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Cnidaria,Hydrozoa,Hydroida,Stylasteridae,Stylasteridae,Medium,15,number of images,270,343,347,22.36576575,32.18874521,40.0802073,57.74935017,63.61606654,66.41303294,3733.530219,3735.569072,61.10262039,61.11930196,-0.160762,-0.289833833,611,615,0.998772002,0.998779992,-0.160564585,-0.289480233,0.006640236,0.006653622,0.006623937,0.006637397,0.159519649,0.159681638,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams et al. 2010,Data used for PRIMER analyses obtained from authors,Australia,Tasmanian,ind/m2,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Thouarella spp,Medium,0,number of images,107,131,52,0.008900757,0.085426628,0,0.064795602,0.281654665,0,0.045584124,0.028604043,0.21350439,0.169127297,-0.358427625,0.052627558,236,157,0.996818664,0.995215311,-0.357287346,0.052375751,0.017249278,0.028585273,0.017139701,0.028312384,0.256600614,0.329795172,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Thouarella spp,Medium,0,number of images,35,32,13,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,65,46,0.988416988,0.983606557,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Thouarella spp,Medium,5,number of images,330,199,90,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,527,418,0.998576175,0.998204668,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Thouarella spp,Medium,8,number of images,375,234,220,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,607,593,0.998763906,0.998734711,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams et al. 2010,Data used for PRIMER analyses obtained from authors,Australia,Tasmanian,ind/m2,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Thouarella spp,Medium,10,number of images,196,222,95,0.023360217,0.081073184,0.014818324,0.11134236,0.257897837,0.098931309,0.041145276,0.029998271,0.202842983,0.173200089,-0.2845204,0.049318066,416,289,0.998196031,0.997402597,-0.284007134,0.049189967,0.009703378,0.015632536,0.0096684,0.015551433,0.192722925,0.244422556,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Thouarella spp,Medium,15,number of images,270,343,347,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,611,615,0.998772002,0.998779992,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Tokoprymno,Medium,0,number of images,35,32,13,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,65,46,0.988416988,0.983606557,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Tokoprymno,Medium,5,number of images,330,199,90,0,0.039509199,1.590237831,0,0.320147187,4.82670727,0.038508265,0.021822932,0.19623523,0.147725869,-0.201335915,-10.76478916,527,418,0.998576175,0.998204668,-0.201049248,-10.74546278,0.008093743,0.152094611,0.008070711,0.151548981,0.176080785,0.763014131,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Tokoprymno,Medium,8,number of images,375,234,220,0,0.02011186,0.73393968,0,0.187834433,4.321741921,0.013543086,0.013029863,0.116374767,0.114148424,-0.172819765,-6.42969614,607,593,0.998763906,0.998734711,-0.172606143,-6.421560717,0.006964692,0.041952451,0.006947485,0.041846354,0.163369082,0.400945077,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Tokoprymno,Medium,15,number of images,270,343,347,0,0,2.475524371,0,0,11.37845105,0,0,0,0,#DIV/0!,#DIV/0!,611,615,0.998772002,0.998779992,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baco et al. 2019,Supplementary material,Hawaii,Emperor/NWHR,ind/transect (std to mean no. images per transect),Cnidaria,Anthozoa,,,Wire Coral,Medium,30,number of transects,52,46,NA,25.72118323,238.2405368,NA,60.04003296,534.8777727,NA,136021.7241,#VALUE!,368.8112309,#VALUE!,-0.576227988,#VALUE!,96,#VALUE!,0.992167102,#VALUE!,-0.571714453,#VALUE!,0.042663975,#VALUE!,0.041998227,#VALUE!,0.401671992,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams et al. 2010,Data used for PRIMER analyses obtained from authors,Australia,Tasmanian,ind/m2,Cnidaria,Anthozoa,Zoantharia,,Zooanthidae,High,0,number of images,107,131,52,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,236,157,0.996818664,0.995215311,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Cnidaria,Anthozoa,Zoantharia,,Zooanthidae,High,0,number of images,35,32,13,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,65,46,0.988416988,0.983606557,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Cnidaria,Anthozoa,Zoantharia,,Zooanthidae,High,5,number of images,330,199,90,0.024862243,0.007851759,0,0.212116891,0.110762688,0,0.032698338,0.038025769,0.180826818,0.195001972,0.094070583,0.127497393,527,418,0.998576175,0.998204668,0.093936643,0.127268492,0.008063793,0.014160766,0.008040846,0.014109965,0.175754702,0.232819333,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Cnidaria,Anthozoa,Zoantharia,,Zooanthidae,High,8,number of images,375,234,220,0.079365593,0,0,1.099637553,0,0,0.745044197,0.762633773,0.863159427,0.873289055,0.091947779,0.090881241,607,593,0.998763906,0.998734711,0.091834123,0.09076625,0.006947112,0.007219062,0.006929948,0.007200805,0.163162768,0.166320812,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams et al. 2010,Data used for PRIMER analyses obtained from authors,Australia,Tasmanian,ind/m2,Cnidaria,Anthozoa,Zoantharia,,Zooanthidae,High,10,number of images,196,222,95,0.00597033,0,0,0.045450148,0,0,0.000968304,0.001393822,0.031117589,0.037333928,0.19186353,0.159917019,416,289,0.998196031,0.997402597,0.191517414,0.159501651,0.009650578,0.015672297,0.009615791,0.015590988,0.192197875,0.244733204,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Cnidaria,Anthozoa,Zoantharia,,Zooanthidae,High,15,number of images,270,343,347,0.008628842,0.126485956,23.15767806,0.101076561,1.008273662,431.379745,0.573536542,0.576418358,0.757321954,0.759222206,-0.155623529,-30.49047965,611,615,0.998772002,0.998779992,-0.155432423,-30.45328102,0.00663891,0.759964275,0.006622615,0.758111081,0.15950372,1.706563661,,,,,,,,,,,,,,,,,,,,,,,,,,,
